,STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
42015,418126,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-22,J,NVT,N,D,2019-09-01,JJO-DV-19,2021-01-15,passed,N,2021-03-05,2021-02-11,J,J,N,373,2019-06-12,02VM00,J,GD,2019-06-12,J,2001-06-30,V,NL,2019.0,N,HAVO,J,373,20,6,2019,pending,0,2021
42145,391278,BTLCCY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-08,34396.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2023-09-01,OAKOP-22,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2018-06-13,16YV00,J,GD,2018-06-13,N,2000-09-02,V,NL,2018.0,N,HAVO,J,370,20,12,2018,pending,1,2021
42228,358305,BMIBU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-16,30029.0,2021-08-17,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2018-09-01,MBIB-BV-17-FT,2024-03-19,passed,J,2015-05-29,2024-04-02,N,J,N,SL 00591-03,2019-06-12,25DW00,N,N,2013-03-21,N,1999-06-23,V,NL,2017.0,N,HBO,J,591,22,4,2019,pending,0,2021
42273,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,B,2017-09-01,TCIF-VSIEBAC-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,370,2019-06-12,02TG00,N,N,2013-03-21,J,1998-08-12,M,NL,2016.0,N,HAVO,J,370,23,1,2019,pending,1,2021
42307,387663,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-02,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2020-09-01,TICT-VBAOPIC-20,2023-06-23,CL,J,2023-07-05,2023-06-29,J,J,N,741,2019-06-12,21PD00,N,GV,2023-07-25,N,2001-03-10,M,NL,2018.0,J,WO,J,741,20,4,2019,pending,0,2021
42380,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-14,passed,J,2024-07-08,2024-06-20,J,J,N,611,2021-06-27,25DW00,J,GD,2021-06-27,N,2001-08-27,V,NL,2020.0,J,HBO,J,611,19,12,2021,pending,0,2021
42396,378075,BGHBLO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,34578.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-24,J,NVT,N,B,2019-09-01,GLO-HF-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2018-07-10,25LW00,J,GD,2018-07-10,J,1998-02-21,V,NL,2018.0,J,MBO,J,90038,23,6,2018,pending,1,2021
42467,445315,BGHBFA,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-29,34090.0,2021-08-03,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2021-09-01,GFA-HF.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2021-06-03,27RC00,J,GD,2021-06-03,N,1999-02-03,V,NL,2020.0,J,MBO,J,25471,22,7,2021,pending,1,2021
42531,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-14,passed,J,2024-07-08,2024-06-20,J,J,N,173,2019-06-12,30UB00,J,GD,2019-06-12,J,2001-08-27,V,NL,2020.0,J,VWO,J,173,19,12,2019,done,0,2021
42646,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,591,2024-02-20,25DW00,J,GD,2013-03-21,N,1999-12-03,M,NL,2018.0,J,HBO,J,591,21,7,2024,pending,0,2021
42694,446276,BTLCLS,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,34397.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,TLSC-BACV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2023-06-06,N,2000-01-30,V,NL,2020.0,N,HBO,J,591,21,12,2019,done,1,2021
42736,421140,BASW,2021,2021-09-01,2022-02-03,S,D,V,4.0,2021-08-26,34116.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,J,D,2019-09-01,ASW-PROPV-19,2022-02-03,passed,N,2022-02-16,2022-02-09,J,J,N,591,2019-06-12,25DW00,N,GV,2022-02-16,N,1997-06-20,V,NL,2019.0,J,HBO,J,591,24,1,2019,pending,0,2021
42756,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2020-09-01,OASCH-PRVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2019-06-12,02TG00,N,N,2013-03-21,J,1998-08-12,M,NL,2016.0,J,HAVO,J,370,23,1,2019,pending,1,2021
42790,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,D,2023-09-01,GVE-PROP-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2019-06-12,01LZ00,J,GD,2019-06-12,N,2001-09-17,M,NL,2020.0,N,HAVO,J,370,19,18,2019,done,1,2021
42847,436124,BTIBTB,2021,2021-09-01,2022-03-08,S,D,V,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,U,S,N,N,2021-07-29,J,NVT,N,B,2021-09-01,TETB-VBAC-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2019-06-12,15BH01,J,GD,2019-06-12,J,2002-02-19,M,NL,2020.0,N,HAVO,J,371,19,5,2019,done,1,2021
42864,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,HN,2020-09-01,J-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00801-1,2015-05-30,25DW00,J,N,2013-03-21,J,1996-10-17,V,CHI,2020.0,J,HBO,J,801,24,12,2015,done,1,2021
42929,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2024-03-01,2024-02-26,J,J,N,379,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,N,HAVO,J,379,20,8,2019,done,0,2021
42968,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,611,2020-12-01,25DW00,J,GD,2020-12-01,N,1999-12-03,M,NL,2018.0,J,HBO,J,611,21,7,2020,pending,0,2021
42999,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2017-09-01,OABIO-HFVT-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,611,2019-08-26,25DW00,J,GD,2019-08-26,N,1997-11-23,V,NL,2016.0,J,HBO,J,611,23,12,2019,pending,1,2021
43072,403217,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,JJO-DV-19,2021-04-09,passed,N,2021-06-02,2021-05-11,J,J,N,Others,2019-07-03,25PZ00,J,GD,2019-07-03,J,2000-06-27,V,NL,2019.0,J,MBO,J,25132,20,12,2019,pending,0,2021
43102,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2018-09-01,JCB-DV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,30GB13,N,N,2013-03-21,N,1999-06-03,M,NL,2018.0,N,HBO,J,591,22,11,2019,pending,1,2021
43117,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2018-09-01,JCB-DV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,372,2019-06-12,30DU00,N,N,2013-03-21,J,1999-06-03,M,NL,2018.0,J,HAVO,J,372,22,11,2019,pending,1,2021
43173,450549,BMBDK,2021,2021-09-01,2021-11-16,S,D,D,4.0,2021-07-13,34035.0,2021-07-29,UTRECHT,U,S,N,N,2021-07-06,J,NVT,N,D,2020-11-01,MBDK-DD-20,2021-11-16,passed,N,2021-12-20,2021-12-06,J,J,N,161,2001-06-28,25DW00,J,N,2013-03-21,N,1983-12-19,V,NL,2020.0,N,HAVO,J,161,37,8,2001,done,0,2021
43288,440118,BTBE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,39280.0,2021-08-31,UTRECHT,I,S,N,N,2021-04-06,J,J,N,D,2020-09-01,MBLM-DV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2024-02-13,N,2001-06-17,M,NL,2020.0,N,HBO,J,591,19,21,2019,done,1,2021
43309,339184,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-11,J,NVT,N,HN,2020-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2016-06-16,06SU00,J,GD,2016-06-16,J,1998-07-06,V,NL,2017.0,N,HAVO,J,372,23,3,2016,done,1,2021
43317,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,B,2020-09-01,OASCH-HFVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-03,2019-06-12,25DW00,N,N,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,23,1,2019,pending,1,2021
43348,439668,BMCE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-15,34402.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-23,J,NVT,N,D,2020-09-01,MCCE-DV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2020-05-28,17CK00,J,GD,2020-05-28,J,2003-12-03,V,NL,2020.0,J,HAVO,J,372,17,10,2020,pending,1,2021
43366,401963,BGHBHB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-06,34560.0,2021-07-29,UTRECHT,I,S,N,J,2021-04-02,J,NVT,N,D,2020-02-01,GVE-PROP-19,2023-06-22,passed,N,2023-07-06,2023-07-03,J,J,N,591,2019-06-12,25DW00,N,GV,2023-07-06,N,2001-10-22,V,NL,2019.0,N,HBO,J,591,19,22,2019,pending,0,2021
43413,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,1,2021
43455,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-05-31,passed,J,2015-05-29,2024-06-06,N,J,N,Others,2018-07-10,25PZ00,J,GD,2018-07-10,N,1999-09-15,V,NL,2020.0,J,MBO,J,25403,21,12,2018,done,0,2021
43676,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,B,2024-07-01,GVE-HF-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,2001-09-17,M,NL,2020.0,J,HBO,J,591,19,18,2019,done,1,2021
43685,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,D,2024-09-01,TBBE-PROPV-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-06-25,25DW00,J,GD,2021-06-25,N,2001-04-06,V,NL,2019.0,J,HBO,J,611,20,12,2021,pending,1,2021
43711,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2024-02-01,APE-BACHD-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-02,2019-06-12,25DW16,N,GV,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,1,2021
43806,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,379,2016-05-30,27ZB00,J,N,2013-03-21,N,1999-06-03,M,NL,2018.0,N,HAVO,J,379,22,11,2016,done,0,2021
43877,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2024-03-01,2024-02-26,J,J,N,372,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,J,HAVO,J,372,20,8,2019,done,0,2021
43893,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,173,2019-06-12,30UB00,J,GD,2019-06-12,J,2001-08-27,V,NL,2020.0,J,VWO,J,173,19,12,2019,done,1,2021
43939,450361,BGHBZO,2021,2021-09-01,2022-03-02,S,D,D,4.0,2021-06-17,34538.0,2021-07-29,AMERSFOORT,U,S,N,N,2021-06-08,J,NVT,N,B,2021-02-01,GZO-HF.DTV-20,2024-02-01,MG,J,2015-05-29,2024-02-05,N,J,N,Others,2014-10-28,25LF00,J,GD,2014-10-28,J,1994-05-09,V,NL,2020.0,J,MBO,J,93510,27,12,2014,done,0,2021
44071,300463,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,30020.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,J,D,2014-09-01,TICT-VINP-14,2015-10-13,passed,N,2016-01-19,2015-12-11,J,J,N,Others,2014-07-03,30RN00,J,GD,2014-07-03,J,1993-08-17,M,NL,2014.0,J,MBO,J,93191,27,7,2014,pending,0,2021
44082,245779,BOMVGES2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-06-25,35197.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-14,J,NVT,N,D,2011-09-01,OAGES-PRVT-12,2013-07-10,passed,N,2013-09-24,2013-07-22,J,J,N,372,2010-06-17,03OY00,J,GD,2010-06-17,J,1991-03-28,M,NL,2011.0,N,HAVO,J,372,30,11,2010,done,0,2021
44089,226491,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-11,35520.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-11,J,NVT,N,B,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2012-01-19,25DW00,J,GD,2012-01-19,N,1990-02-16,V,NL,2009.0,J,HBO,J,611,31,3,2012,pending,1,2021
44110,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,N,HAVO,J,373,20,8,2019,done,1,2021
44148,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2018-09-01,OAENG-HFVT-18,2022-06-22,passed,J,2022-07-18,2022-07-07,J,J,N,SL 00591-02,2019-06-12,25DW00,N,N,2013-03-21,N,1997-11-23,V,NL,2016.0,N,HBO,J,591,23,12,2019,pending,0,2021
44152,445315,BGHBFA,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-29,34090.0,2021-08-03,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2021-09-01,GFA-HF.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2019-06-12,27RC00,N,GV,2023-05-12,N,1999-02-03,V,NL,2020.0,J,MBO,J,25779,22,7,2019,done,1,2021
44203,255477,BASJ,2021,2021-11-01,2022-08-31,S,D,V,0.0,2021-10-31,34641.0,2021-07-29,UTRECHT,G,S,N,J,2021-10-31,J,J,N,D,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1988-05-04,V,NL,2011.0,N,HBO,J,591,33,0,2019,pending,1,2021
44275,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,HN,2021-07-01,T-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2023-05-22,N,1996-10-17,V,CHI,2020.0,J,HBO,J,591,24,12,2019,done,1,2021
44307,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,372,2017-06-14,00MK00,J,GD,2017-06-14,J,1999-12-03,M,NL,2018.0,N,HAVO,J,372,21,7,2017,done,0,2021
44467,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,D,2023-09-01,GVE-PROP-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2019-06-12,01LZ00,J,GD,2019-06-12,N,2001-09-17,M,NL,2020.0,J,HAVO,J,370,19,18,2019,done,1,2021
44486,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25KB00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,HBO,J,591,27,1,2019,pending,1,2021
44600,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,611,2015-03-19,25DW00,J,GD,2015-03-19,N,1994-07-11,V,NL,2013.0,J,HBO,J,611,27,1,2015,pending,1,2021
44621,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,D,2014-09-01,TICT-VINP-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-12-31,M,NL,2014.0,J,HBO,J,591,26,12,2019,pending,1,2021
44632,397827,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-08-25,35221.0,2021-08-26,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,B,2019-09-01,OAWIS-HFDT-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2016-06-16,17HB00,J,GD,2016-06-16,N,1998-09-03,V,NL,2018.0,J,HAVO,J,372,22,12,2016,done,1,2021
44876,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,D,2019-09-01,GIBS-PROP.VT-19,2021-06-25,passed,N,2021-07-23,2021-07-08,J,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2001-04-06,V,NL,2019.0,N,HBO,J,591,20,12,2019,pending,0,2021
44908,300463,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,30020.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,J,B,2015-09-01,TCIF-VSIEBAC-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2015-10-13,25DW00,J,GD,2015-10-13,N,1993-08-17,M,NL,2014.0,J,HBO,J,611,27,7,2015,pending,1,2021
44997,409080,BTLCCY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-14,34396.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,TCHY-BACHV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-04-09,25DW00,J,GD,2021-04-09,N,2002-08-20,V,NL,2019.0,J,HBO,J,611,18,12,2021,pending,1,2021
44998,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,D,2020-09-01,GZO-PROP-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,25145,2020-07-07,25PX00,J,GD,2020-07-07,J,2000-03-25,V,SPA,2020.0,J,MBO,J,25145,21,12,2020,pending,1,2021
45007,432742,BTLCCY,2021,2021-09-01,2022-03-04,S,D,V,4.0,2021-08-24,34396.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,N,B,2021-09-01,TCHY-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2022-04-25,N,2000-06-01,M,NL,2020.0,J,HBO,J,591,21,1,2019,done,1,2021
45047,339184,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-11,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2016-06-16,06SU00,J,GD,2016-06-16,J,1998-07-06,V,NL,2017.0,N,HAVO,J,372,23,3,2016,done,1,2021
45067,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-14,passed,J,2024-07-08,2024-06-20,J,J,N,611,2021-06-27,25DW00,J,GD,2021-06-27,N,2001-08-27,V,NL,2020.0,J,HBO,J,611,19,12,2021,pending,0,2021
45070,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,D,2015-08-31,OAWIS-PRVT-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-02,2019-06-12,25DW00,N,GV,2013-03-21,N,1994-12-31,M,NL,2014.0,N,HBO,J,591,26,12,2019,pending,1,2021
45101,376324,BOGTNGTTOL,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-01,34104.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2018-09-01,OGTD-PTLK-18,2020-01-29,passed,N,2020-07-07,2020-03-19,J,J,N,Others,2018-06-28,25PV00,J,GD,2018-06-28,J,1997-12-31,M,NL,2018.0,J,MBO,J,95520,23,11,2018,pending,0,2021
45119,392547,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-26,34402.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-15,J,NVT,N,D,2023-09-01,GIBS-PROP.DT-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2020-01-22,25DW00,J,GD,2020-01-22,N,1997-07-18,M,NL,2018.0,J,HBO,J,611,23,7,2020,pending,1,2021
45163,436124,BTIBTB,2021,2021-09-01,2022-03-08,S,D,V,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,U,S,N,N,2021-07-29,J,NVT,N,B,2021-09-01,TETB-VBAC-21,2024-06-28,passed,J,2024-07-24,2024-07-04,J,J,N,591,2024-06-28,25DW00,J,GD,2024-06-28,N,2002-02-19,M,NL,2020.0,J,HBO,J,591,19,5,2024,pending,0,2021
