,STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
26442,444348,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-19,34116.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-19,J,NVT,N,D,2020-09-01,ASW-PROPV-20,2021-07-05,passed,N,2021-07-27,2021-07-14,J,J,N,611,2021-07-05,25DW00,J,GD,2021-07-05,N,2000-12-24,V,NL,2020.0,J,HBO,J,611,20,6,2021,pending,0,2021
26466,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,D,2019-09-01,GIBS-PROP.VT-19,2021-06-25,passed,N,2021-07-23,2021-07-08,J,J,N,374,2018-06-29,23HC01,J,GD,2018-06-29,J,2001-04-06,V,NL,2019.0,J,HAVO,J,374,20,12,2018,done,0,2021
26493,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2016-09-01,TICT-VPICT-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,374,2016-06-16,02TG00,J,GD,2016-06-16,N,1998-08-12,M,NL,2016.0,N,HAVO,J,374,23,1,2016,pending,1,2021
26564,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,D,2019-09-01,TICT-VPICT-19,2021-03-22,passed,N,2021-04-16,2021-04-01,J,J,N,170,2018-07-05,00PS08,J,N,2013-03-21,N,1998-10-06,V,NL,2019.0,N,VWO,J,170,22,10,2018,done,0,2021
26581,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,D,2014-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-12-31,M,NL,2014.0,N,HBO,J,591,26,12,2019,pending,1,2021
26603,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,D,2020-09-01,OAWIS-PRDT-20,2021-07-12,passed,N,2021-09-16,2021-08-30,J,J,N,591,2019-06-12,25DW00,N,GV,2020-06-23,N,1972-09-14,V,NL,2020.0,J,HBO,J,591,48,7,2019,done,0,2021
26646,390881,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-23,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-06,J,NVT,N,D,2018-09-01,JCB-DV-18,2020-07-01,passed,N,2020-09-01,2020-07-06,J,J,N,372,2016-06-16,04DF00,J,GD,2016-06-16,J,1999-02-28,V,NL,2018.0,J,HAVO,J,372,22,8,2016,done,0,2021
26681,378075,BGHBLO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,34578.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-24,J,NVT,N,B,2019-09-01,GLO-HF-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2019-07-22,N,1998-02-21,V,NL,2018.0,J,HBO,J,591,23,6,2019,pending,1,2021
26738,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2019-09-01,JDE-DV-19,2021-03-26,passed,N,2021-05-25,2021-04-20,J,J,N,611,2021-03-26,25DW00,J,GD,2021-03-26,N,1999-06-03,M,NL,2018.0,J,HBO,J,611,22,11,2021,pending,0,2021
26802,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2024-03-01,2024-02-26,J,J,N,379,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,J,HAVO,J,379,20,8,2019,done,0,2021
26823,421050,BARE,2021,2021-09-01,2022-06-21,S,D,V,4.0,2021-06-22,39205.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ADR-HBRV-B-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,2,2017-07-03,25MA00,J,N,2013-03-21,N,1999-11-27,V,NL,2019.0,J,HAVO,N,2,21,12,2017,done,1,2021
26922,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2017-09-01,TCHY-PROPV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,370,2019-06-12,02TG00,N,N,2013-03-21,J,1998-08-12,M,NL,2016.0,N,HAVO,J,370,23,1,2019,pending,1,2021
26961,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2024-03-01,2024-02-26,J,J,N,373,2019-06-12,00CB01,J,GD,2013-03-21,N,2001-05-28,V,NL,2020.0,N,HAVO,J,373,20,8,2019,done,0,2021
27059,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2024-02-01,APE-BACHD-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,274,2012-06-27,16VK00,J,GD,2012-06-27,J,1994-07-11,V,NL,2013.0,N,VWO,J,174,27,1,2012,done,1,2021
27078,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,B,2020-09-01,GIBS-HF.VTOT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2001-04-06,V,NL,2019.0,N,HBO,J,591,20,12,2019,pending,1,2021
27186,387663,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-02,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,D,2019-09-01,TICT-VPICT-19B,2021-01-31,passed,N,2021-05-17,2021-04-15,J,J,N,591,2023-06-23,25DW00,J,GD,2023-06-23,N,2001-03-10,M,NL,2018.0,N,HBO,J,591,20,4,2023,pending,0,2021
27202,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2020-09-01,OASCH-PRVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-03,2019-06-12,25DW00,N,N,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,23,1,2019,pending,1,2021
27357,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-14,passed,J,2024-07-08,2024-06-20,J,J,N,591,2019-06-12,25DW00,N,GV,2021-07-26,N,2001-08-27,V,NL,2020.0,J,HBO,J,591,19,12,2019,done,0,2021
27363,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2015-03-19,25DW00,J,GD,2015-03-19,N,1994-07-11,V,NL,2013.0,J,HBO,J,611,27,1,2015,pending,1,2021
27369,258831,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-13,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-13,J,NVT,J,B,2012-09-01,OAENG-HFDT-12,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00611-01,2014-06-26,25DW00,J,GD,2014-06-26,N,1983-10-11,V,NIG,2012.0,N,HBO,J,611,37,7,2014,pending,1,2021
27486,391278,BTLCCY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-08,34396.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2023-09-01,OAKOP-22,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2019-08-28,25DW00,J,GD,2019-08-28,N,2000-09-02,V,NL,2018.0,J,HBO,J,611,20,12,2019,pending,1,2021
27594,255477,BAMW,2021,2021-12-01,2022-08-31,S,B,V,4.0,2021-11-24,34616.0,2021-11-25,UTRECHT,I,S,N,J,2021-11-24,J,NVT,N,B,2022-09-01,ASW-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1988-05-04,V,NL,2011.0,J,HBO,J,591,33,1,2019,pending,1,2021
27614,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-05-31,passed,J,2015-05-29,2024-06-06,N,J,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,J,HAVO,J,373,21,12,2016,done,0,2021
27749,284643,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-16,J,NVT,N,B,2017-09-01,APE-BACHV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2014-06-12,14RC00,J,GD,2014-06-12,J,1997-06-30,M,TUR,2014.0,N,HAVO,J,372,24,2,2014,pending,1,2021
27775,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2013-09-01,GFY-HF.V-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,274,2012-06-27,16VK00,J,GD,2012-06-27,J,1994-07-11,V,NL,2013.0,N,VWO,J,174,27,1,2012,done,1,2021
27808,310198,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-18,35195.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-16,J,NVT,N,B,2016-09-01,OAENG-HFVT-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2015-06-11,17AN00,J,GD,2015-06-11,J,1998-09-25,M,NL,2015.0,J,HAVO,J,372,22,2,2015,pending,1,2021
27864,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,B,2020-09-01,OAWIS-HFDT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2020-06-23,N,1972-09-14,V,NL,2020.0,J,HBO,J,591,48,7,2019,done,1,2021
27934,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,B,2017-09-01,TCIF-VSIEBAC-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00591-04,2019-06-12,25DW00,N,GV,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,23,1,2019,pending,1,2021
27938,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2024-02-20,25DW00,J,GD,2024-02-20,N,1999-12-03,M,NL,2018.0,J,HBO,J,591,21,7,2024,pending,1,2021
27954,445315,BGHBFA,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-29,34090.0,2021-08-03,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,D,2020-09-01,GFA-PROP.VT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2019-06-12,27RC00,N,GV,2023-05-12,N,1999-02-03,V,NL,2020.0,J,HBO,J,25779,22,7,2019,done,1,2021
27972,414540,BMBDK,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-17,34035.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-17,J,NVT,N,B,2020-09-01,MBDK-BV-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2019-06-28,00ML05,J,GD,2019-06-28,J,2001-07-10,M,NL,2019.0,N,HAVO,J,372,20,7,2019,pending,1,2021
28001,438476,BTIBTB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,34421.0,2021-08-24,UTRECHT,I,S,N,N,2021-06-27,J,NVT,N,D,2020-09-01,TETB-VPROP-20,2021-06-28,passed,N,2021-07-21,2021-07-08,J,J,N,370,2020-06-04,02EB00,J,GD,2020-06-04,J,2002-06-28,M,NL,2020.0,N,HAVO,J,370,18,9,2020,pending,0,2021
28009,310198,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-18,35195.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-16,J,NVT,N,B,2016-09-01,OAENG-HFVT-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2015-06-11,17AN00,J,GD,2015-06-11,J,1998-09-25,M,NL,2015.0,N,HAVO,J,372,22,2,2015,pending,1,2021
28027,391278,BTLCCY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-08,34396.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2018-09-01,TCHY-PROPV-18,2019-08-28,passed,N,2019-09-27,2019-09-11,J,J,N,611,2019-08-28,25DW00,J,GD,2019-08-28,N,2000-09-02,V,NL,2018.0,J,HBO,J,611,20,12,2019,pending,0,2021
28136,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-04-03,passed,J,2015-05-29,2024-04-11,N,J,N,174,2018-06-13,00PS08,J,GD,2018-06-13,N,1998-10-06,V,NL,2019.0,J,VWO,J,174,22,10,2018,done,0,2021
28142,437615,BGHBLO,2021,2021-09-01,2022-04-08,S,D,V,4.0,2021-07-29,34578.0,2021-08-03,UTRECHT,U,S,N,N,2021-07-26,J,NVT,N,B,2021-09-01,GLO-HF-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,21UG01,N,N,2013-03-21,J,2001-07-24,V,NL,2020.0,J,HBO,J,591,20,5,2019,done,1,2021
28183,395692,BOTAENG2,2021,2021-09-01,2022-07-07,S,D,V,4.0,2021-08-11,35195.0,2021-08-12,UTRECHT,U,S,N,N,2021-08-05,J,NVT,N,D,2018-09-01,OAENG-PRVT-18,2022-07-07,passed,N,2022-08-09,2022-07-12,J,J,N,93500,2017-06-28,25LP00,J,GD,2017-06-28,N,1995-02-04,V,NL,2018.0,J,MBO,J,93500,26,4,2017,done,0,2021
28261,376324,BOGTNGTTOL,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-01,34104.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2018-09-01,OGTD-PTLK-18,2020-01-29,passed,N,2020-07-07,2020-03-19,J,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1997-12-31,M,NL,2018.0,N,HBO,J,591,23,11,2019,pending,0,2021
28313,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,B,2015-09-01,MEBE-BV-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00591-02,2019-06-12,25DW00,N,N,2013-03-21,N,1993-04-26,M,NL,2014.0,N,HBO,J,591,28,2,2019,pending,1,2021
28353,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,D,2020-09-01,AIV-PROPV-20,2021-06-25,passed,N,2021-09-10,2021-07-15,J,J,N,372,2020-06-04,03XS00,J,GD,2020-06-04,J,2003-05-08,V,NL,2020.0,J,HAVO,J,372,18,11,2020,pending,0,2021
28395,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,B,2020-09-01,OAWIS-HFDT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-07-12,25DW00,J,GD,2021-07-12,N,1972-09-14,V,NL,2020.0,J,HBO,J,611,48,7,2021,pending,1,2021
28486,301838,BMBDK,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-29,34035.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-24,J,NVT,N,D,2015-09-01,GZO-PROP-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00591-03,2019-06-12,25DW00,N,GV,2013-03-21,N,1996-04-17,M,NL,2015.0,N,HBO,J,591,25,1,2019,pending,1,2021
28579,445315,BGHBFA,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-29,34090.0,2021-08-03,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2021-09-01,GFA-HF.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2020-08-28,N,1999-02-03,V,NL,2020.0,J,HBO,J,591,22,7,2019,done,1,2021
28686,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,741,2019-06-12,21PM00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,WO,J,741,27,1,2019,pending,1,2021
28688,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,B,2021-09-01,AIV-BACHV-21,2024-06-28,passed,J,2024-07-11,2024-07-01,J,J,N,372,2020-06-04,03XS00,J,GD,2020-06-04,J,2003-05-08,V,NL,2020.0,J,HAVO,J,372,18,11,2020,pending,0,2021
28785,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,B,2015-09-01,TCIF-VSIEBAC-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,374,2012-06-27,00YH03,J,GD,2012-06-27,N,1994-12-31,M,NL,2014.0,N,HAVO,J,374,26,12,2012,done,1,2021
28825,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,D,2017-09-01,APE-PROPV-17,2019-04-12,passed,N,2019-06-12,2019-05-23,J,J,N,741,2019-06-12,21PM00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,WO,J,741,27,1,2019,pending,0,2021
28828,418126,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-22,J,NVT,N,B,2020-09-01,JJO-BV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2019-06-12,02VM00,J,GD,2019-06-12,J,2001-06-30,V,NL,2019.0,J,HAVO,J,373,20,6,2019,pending,1,2021
28884,404572,BOEVBIO2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-26,35301.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-09,J,NVT,N,D,2019-09-01,OABIO-PRVT-19,2021-06-23,passed,N,2021-07-26,2021-07-13,J,J,N,25145,2019-06-27,25LH00,J,GD,2019-06-27,J,1998-05-15,V,TUR,2019.0,J,MBO,J,25145,23,8,2019,pending,0,2021
28893,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,J,HAVO,J,373,21,12,2016,done,1,2021
28912,412790,BGHBLO,2021,2021-09-01,2022-07-03,S,D,V,4.0,2021-08-02,34578.0,2021-08-03,UTRECHT,U,S,N,N,2021-07-28,J,NVT,N,D,2019-09-01,GLO-PROP-19,2022-07-03,passed,N,2022-07-21,2022-07-10,J,J,N,373,2019-06-12,02TD00,J,GD,2019-06-12,J,2001-07-17,V,NL,2019.0,J,HAVO,J,373,20,5,2019,pending,0,2021
28914,315813,BMBDK,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-30,34035.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-30,J,NVT,N,D,2015-09-01,MCCE-DV-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,372,2014-06-12,00TL00,J,GD,2014-06-12,J,1996-09-11,M,NL,2015.0,J,HAVO,J,372,24,0,2014,done,1,2021
28927,255477,BASW,2021,2021-12-01,2022-08-31,S,B,V,0.0,2021-11-10,34116.0,2021-07-29,UTRECHT,G,N,N,J,2021-11-10,J,J,N,D,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1988-05-04,V,NL,2011.0,J,HBO,J,591,33,3,2019,pending,1,2021
28991,358305,BMIBU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-16,30029.0,2021-08-17,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2018-09-01,MBIB-BV-17-FT,2024-03-19,passed,J,2024-04-15,2024-04-02,J,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,1999-06-23,V,NL,2017.0,N,HBO,J,591,22,4,2019,pending,0,2021
29063,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,B,2015-09-01,MEBE-BV-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2019-12-20,25DW00,J,GD,2019-12-20,N,1993-04-26,M,NL,2014.0,J,HBO,J,611,28,2,2019,pending,1,2021
29163,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2017-09-01,TCHY-PROPV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,374,2016-06-16,02TG00,J,GD,2016-06-16,N,1998-08-12,M,NL,2016.0,J,HAVO,J,374,23,1,2016,pending,1,2021
29168,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,D,2020-09-01,AIV-PROPV-20,2021-06-25,passed,N,2021-09-10,2021-07-15,J,J,N,379,2020-06-04,03XS00,J,GD,2020-06-04,N,2003-05-08,V,NL,2020.0,J,HAVO,J,379,18,11,2020,pending,0,2021
29203,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2018-09-01,OAENG-HFVT-18,2022-06-22,passed,J,2022-07-18,2022-07-07,J,J,N,371,2016-06-16,20EI03,J,GD,2016-06-16,J,1997-11-23,V,NL,2016.0,J,HAVO,J,371,23,12,2016,pending,0,2021
29332,428573,BASW,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-24,34116.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-12,J,NVT,N,D,2020-09-01,ASW-PROPV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2015-06-29,25DW00,J,N,2013-03-21,N,1995-06-29,V,NL,2020.0,J,MBO,J,10040,26,3,2015,done,1,2021
29363,185667,BAPA,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-08-30,34609.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-29,J,NVT,N,B,2007-09-01,MEAC-B06V-07,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,Others,2005-06-20,04EM00,J,GD,2005-06-20,N,1986-09-19,M,NL,2007.0,J,MBO,J,10039,34,0,2005,done,1,2021
29364,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2016-09-01,OABIO-PRVT-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1997-11-23,V,NL,2016.0,J,HBO,J,591,23,12,2019,pending,1,2021
29399,408149,BOTAENG2EN,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-06-23,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,D,2019-09-01,OATEENG-PFFT-19,2023-11-16,passed,N,2023-12-21,2023-11-30,J,J,N,591,2019-06-12,25DW00,N,GV,2019-07-03,N,1998-10-10,V,NL,2019.0,J,HBO,J,591,22,12,2019,pending,0,2021
